university_name,group_code,sample_major_name,suggested_majors,in_simple,auto_filled
广东技术师范大学(少数民族班),265,专业组265,,NO,NO
"广
海南大学",201,专业组201,,NO,NO
海南大学,202,专业组202,,NO,NO
海南大学,203,专业组203,,NO,NO
海南大学(中外合作办学),204,专业组204,,NO,NO
海南大学(中外合作办学),205,专业组205,,NO,NO
海南大学,206,专业组206,,NO,NO
深圳大学,"广
206","专业组广
206",,NO,NO
深圳大学,207,专业组207,,NO,NO
深圳大学,208,专业组208,,NO,NO
深圳大学(地方专项),211,专业组211,,NO,NO
广东财经大学(联合培养),215,专业组215,,NO,NO
桂林电子科技大学(本科预科班),206,专业组206,,NO,NO
桂林理工大学,201,专业组201,,NO,NO
桂林理工大学,"院
202","专业组院
202",,NO,NO
桂林理工大学,203,专业组203,,NO,NO
右江民族医学院,201,专业组201,,NO,NO
广西师范大学,201,专业组201,,NO,NO
广西师范大学,202,专业组202,,NO,NO
"考
广西师范大学(联合培养)",203,专业组203,,NO,NO
广西师范大学,204,专业组204,,NO,NO
南宁师范大学,201,专业组201,,NO,NO
"育
南宁师范大学",202,专业组202,,NO,NO
玉林师范学院,201,专业组201,,NO,NO
玉林师范学院,202,专业组202,,NO,NO
"教
玉林师范学院",203,专业组203,,NO,NO
玉林师范学院,204,专业组204,,NO,NO
广西艺术学院,201,专业组201,,NO,NO
"省
广西艺术学院",202,专业组202,,NO,NO
广西民族大学,201,专业组201,,NO,NO
广西民族大学,202,专业组202,,NO,NO
广西民族大学(联合培养),203,专业组203,,NO,NO
四川大学,"育
201","专业组育
201",,NO,NO
重庆大学,201,专业组201,,NO,NO
重庆大学,"教
202","专业组教
202",,NO,NO
重庆大学(艺术类),211,专业组211,,NO,NO
"省
西南交通大学",202,专业组202,,NO,NO
电子科技大学,201,专业组201,,NO,NO
西南石油大学,202,专业组202,,NO,NO
西南石油大学,203,专业组203,,NO,NO
"广
西南石油大学",204,专业组204,,NO,NO
成都理工大学,201,专业组201,,NO,NO
成都理工大学,202,专业组202,,NO,NO
成都理工大学(中外合作办学),203,专业组203,,NO,NO
成都理工大学,204,专业组204,,NO,NO
重庆邮电大学,201,专业组201,,NO,NO
重庆交通大学,201,专业组201,,NO,NO
重庆交通大学,202,专业组202,,NO,NO
重庆交通大学,203,专业组203,,NO,NO
西南科技大学,"广
201","专业组广
201",,NO,NO
西南科技大学,202,专业组202,,NO,NO
西南科技大学,203,专业组203,,NO,NO
成都信息工程大学,201,专业组201,,NO,NO
四川轻化工大学,201,专业组201,,NO,NO
西华大学,201,专业组201,,NO,NO
西华大学(本科预科班),206,专业组206,,NO,NO
中国民用航空飞行学院,201,专业组201,,NO,NO
中国民用航空飞行学院,202,专业组202,,NO,NO
中国民用航空飞行学院,203,专业组203,,NO,NO
成都中医药大学(中外合作办学),201,专业组201,,NO,NO
川北医学院,201,专业组201,,NO,NO
西南大学,"院
201","专业组院
201",,NO,NO
西南大学,202,专业组202,,NO,NO
西南大学,203,专业组203,,NO,NO
"考
四川师范大学",203,专业组203,,NO,NO
"育
四川师范大学",224,专业组224,,NO,NO
重庆师范大学,201,专业组201,,NO,NO
重庆师范大学,202,专业组202,,NO,NO
"教
西华师范大学",201,专业组201,,NO,NO
西华师范大学,202,专业组202,,NO,NO
内江师范学院,201,专业组201,,NO,NO
"省
内江师范学院",202,专业组202,,NO,NO
重庆三峡学院,201,专业组201,,NO,NO
重庆三峡学院,202,专业组202,,NO,NO
四川文理学院,201,专业组201,,NO,NO
长江师范学院,201,专业组201,,NO,NO
乐山师范学院,"育
201","专业组育
201",,NO,NO
四川外国语大学,201,专业组201,,NO,NO
四川外国语大学(中外合作办学),202,专业组202,,NO,NO
四川外国语大学,"教
203","专业组教
203",,NO,NO
四川外国语大学(中外合作办学),204,专业组204,,NO,NO
"省
西南财经大学",201,专业组201,,NO,NO
西南财经大学(中外合作办学),202,专业组202,,NO,NO
西南政法大学,202,专业组202,,NO,NO
西南政法大学(中外合作办学),203,专业组203,,NO,NO
"广
四川音乐学院",201,专业组201,,NO,NO
四川音乐学院(联合培养),210,专业组210,,NO,NO
四川美术学院,201,专业组201,,NO,NO
西南民族大学,201,专业组201,,NO,NO
西南民族大学,202,专业组202,,NO,NO
贵州大学,201,专业组201,,NO,NO
贵州大学,202,专业组202,,NO,NO
遵义医科大学,201,专业组201,,NO,NO
遵义医科大学,202,专业组202,,NO,NO
遵义医科大学,203,专业组203,,NO,NO
贵州中医药大学,"广
201","专业组广
201",,NO,NO
贵州中医药大学,202,专业组202,,NO,NO
贵州师范大学,201,专业组201,,NO,NO
贵州师范大学,202,专业组202,,NO,NO
贵州师范大学,203,专业组203,,NO,NO
遵义师范学院,201,专业组201,,NO,NO
遵义师范学院,202,专业组202,,NO,NO
安顺学院,201,专业组201,,NO,NO
安顺学院,202,专业组202,,NO,NO
安顺学院,203,专业组203,,NO,NO
贵州工程应用技术学院,201,专业组201,,NO,NO
贵州工程应用技术学院,202,专业组202,,NO,NO
贵州工程应用技术学院,203,专业组203,,NO,NO
凯里学院,"院
201","专业组院
201",,NO,NO
贵州财经大学,201,专业组201,,NO,NO
云南大学,201,专业组201,,NO,NO
云南大学,203,专业组203,,NO,NO
昆明理工大学,201,专业组201,,NO,NO
"考
大理大学",201,专业组201,,NO,NO
云南师范大学,201,专业组201,,NO,NO
云南师范大学,203,专业组203,,NO,NO
"育
红河学院",201,专业组201,,NO,NO
云南财经大学,201,专业组201,,NO,NO
云南财经大学(中外合作办学),202,专业组202,,NO,NO
"教
云南财经大学",203,专业组203,,NO,NO
云南财经大学(中外合作办学),208,专业组208,,NO,NO
云南艺术学院,201,专业组201,,NO,NO
"省
云南民族大学",201,专业组201,,NO,NO
云南民族大学,202,专业组202,,NO,NO
西藏大学,201,专业组201,,NO,NO
西藏大学,202,专业组202,,NO,NO
西藏大学,203,专业组203,,NO,NO
西藏大学,"育
204","专业组育
204",,NO,NO
西藏大学,205,专业组205,,NO,NO
西北大学,201,专业组201,,NO,NO
西北大学,"教
202","专业组教
202",,NO,NO
西安交通大学,201,专业组201,,NO,NO
"省
西安工业大学",201,专业组201,,NO,NO
西安建筑科技大学,201,专业组201,,NO,NO
西安石油大学,202,专业组202,,NO,NO
陕西科技大学,201,专业组201,,NO,NO
"广
长安大学",201,专业组201,,NO,NO
西北农林科技大学,201,专业组201,,NO,NO
西北农林科技大学,202,专业组202,,NO,NO
陕西师范大学,201,专业组201,,NO,NO
陕西师范大学,202,专业组202,,NO,NO
陕西师范大学,203,专业组203,,NO,NO
陕西师范大学,204,专业组204,,NO,NO
延安大学,201,专业组201,,NO,NO
延安大学,202,专业组202,,NO,NO
陕西理工大学,201,专业组201,,NO,NO
咸阳师范学院,201,专业组201,,NO,NO
渭南师范学院(中外合作办学),"广
201","专业组广
201",,NO,NO
西安外国语大学,201,专业组201,,NO,NO
西安外国语大学,202,专业组202,,NO,NO
西北政法大学,201,专业组201,,NO,NO
西北政法大学,202,专业组202,,NO,NO
西安美术学院,201,专业组201,,NO,NO
兰州大学,201,专业组201,,NO,NO
兰州大学,202,专业组202,,NO,NO
兰州大学,203,专业组203,,NO,NO
兰州理工大学,201,专业组201,,NO,NO
兰州交通大学,201,专业组201,,NO,NO
兰州交通大学,202,专业组202,,NO,NO
甘肃农业大学,201,专业组201,,NO,NO
西北师范大学,"院
201","专业组院
201",,NO,NO
西北师范大学,202,专业组202,,NO,NO
西北师范大学,204,专业组204,,NO,NO
陇东学院,201,专业组201,,NO,NO
陇东学院,202,专业组202,,NO,NO
"考
天水师范学院",201,专业组201,,NO,NO
天水师范学院,202,专业组202,,NO,NO
天水师范学院,203,专业组203,,NO,NO
"育
天水师范学院",204,专业组204,,NO,NO
兰州财经大学,201,专业组201,,NO,NO
兰州财经大学,202,专业组202,,NO,NO
"教
兰州财经大学(联合培养)",205,专业组205,,NO,NO
西北民族大学,201,专业组201,,NO,NO
西北民族大学,202,专业组202,,NO,NO
"省
西北民族大学",203,专业组203,,NO,NO
青海师范大学,201,专业组201,,NO,NO
青海师范大学,202,专业组202,,NO,NO
宁夏大学,201,专业组201,,NO,NO
新疆大学,201,专业组201,,NO,NO
新疆大学,"育
202","专业组育
202",,NO,NO
新疆大学,203,专业组203,,NO,NO
新疆农业大学,201,专业组201,,NO,NO
新疆农业大学,"教
202","专业组教
202",,NO,NO
新疆农业大学,203,专业组203,,NO,NO
"省
新疆师范大学",202,专业组202,,NO,NO
喀什大学,201,专业组201,,NO,NO
喀什大学,203,专业组203,,NO,NO
伊犁师范大学,201,专业组201,,NO,NO
"广
伊犁师范大学",202,专业组202,,NO,NO
新疆和田学院,201,专业组201,,NO,NO
新疆和田学院,202,专业组202,,NO,NO
新疆财经大学,201,专业组201,,NO,NO
新疆财经大学,202,专业组202,,NO,NO
新疆艺术学院,201,专业组201,,NO,NO
天津城建大学,201,专业组201,,NO,NO
天津城建大学,202,专业组202,,NO,NO
天津城建大学(中外合作办学),203,专业组203,,NO,NO
天津城建大学(中外合作办学),204,专业组204,,NO,NO
天津城建大学,205,专业组205,,NO,NO
吕梁学院,"广
201","专业组广
201",,NO,NO
广东白云学院(学分互认),226,专业组226,,NO,NO
辽宁对外经贸学院,201,专业组201,,NO,NO
江西科技学院,201,专业组201,,NO,NO
南京工业职业技术大学,"院
201","专业组院
201",,NO,NO
上海工程技术大学,201,专业组201,,NO,NO
上海工程技术大学,202,专业组202,,NO,NO
浙江万里学院(中外合作办学),202,专业组202,,NO,NO
萍乡学院,201,专业组201,,NO,NO
"考
山东工艺美术学院",201,专业组201,,NO,NO
平顶山学院,201,专业组201,,NO,NO
湖北理工学院,201,专业组201,,NO,NO
"育
湖北理工学院",202,专业组202,,NO,NO
吉林外国语大学,201,专业组201,,NO,NO
吉林外国语大学(中外合作办学),202,专业组202,,NO,NO
"教
六盘水师范学院",201,专业组201,,NO,NO
昌吉学院,201,专业组201,,NO,NO
昌吉学院,202,专业组202,,NO,NO
"省
上海立信会计金融学院",201,专业组201,,NO,NO
金陵科技学院,201,专业组201,,NO,NO
徐州工程学院,201,专业组201,,NO,NO
徐州工程学院,202,专业组202,,NO,NO
浙江科技大学,201,专业组201,,NO,NO
厦门理工学院,"育
201","专业组育
201",,NO,NO
厦门理工学院,202,专业组202,,NO,NO
青岛大学,201,专业组201,,NO,NO
烟台大学,"教
201","专业组教
201",,NO,NO
烟台大学,202,专业组202,,NO,NO
"省
潍坊学院",201,专业组201,,NO,NO
潍坊学院,202,专业组202,,NO,NO
洛阳理工学院,201,专业组201,,NO,NO
江汉大学,201,专业组201,,NO,NO
"广
三峡大学",201,专业组201,,NO,NO
长沙学院,201,专业组201,,NO,NO
长沙学院,202,专业组202,,NO,NO
长沙学院,203,专业组203,,NO,NO
广州大学(中外合作办学),215,专业组215,,NO,NO
广州大学(地方专项),222,专业组222,,NO,NO
广州大学(地方专项),223,专业组223,,NO,NO
成都大学,"广
201","专业组广
201",,NO,NO
成都大学(中外合作办学),202,专业组202,,NO,NO
成都大学,203,专业组203,,NO,NO
成都大学,216,专业组216,,NO,NO
西安文理学院,201,专业组201,,NO,NO
海南热带海洋学院,201,专业组201,,NO,NO
海南热带海洋学院,202,专业组202,,NO,NO
海南热带海洋学院(中外合作办学),203,专业组203,,NO,NO
华北科技学院,201,专业组201,,NO,NO
华北科技学院,202,专业组202,,NO,NO
华北科技学院,203,专业组203,,NO,NO
广州航海学院(联合培养),212,专业组212,,NO,NO
广州航海学院(联合培养),"院
213","专业组院
213",,NO,NO
扬州大学,201,专业组201,,NO,NO
三江学院,201,专业组201,,NO,NO
三江学院,202,专业组202,,NO,NO
"考
中华女子学院",201,专业组201,,NO,NO
齐齐哈尔医学院,201,专业组201,,NO,NO
齐齐哈尔医学院,202,专业组202,,NO,NO
"育
齐齐哈尔医学院",203,专业组203,,NO,NO
太原学院,201,专业组201,,NO,NO
太原学院,202,专业组202,,NO,NO
"教
太原学院",203,专业组203,,NO,NO
吉林工商学院,201,专业组201,,NO,NO
南京工程学院,201,专业组201,,NO,NO
"省
南京审计大学",201,专业组201,,NO,NO
南京审计大学,202,专业组202,,NO,NO
南京审计大学(中外合作办学),203,专业组203,,NO,NO
三明学院,201,专业组201,,NO,NO
三明学院,202,专业组202,,NO,NO
三明学院,"育
203","专业组育
203",,NO,NO
江西科技师范大学,202,专业组202,,NO,NO
江西科技师范大学,"教
203","专业组教
203",,NO,NO
江西科技师范大学,204,专业组204,,NO,NO
"省
南昌工程学院",202,专业组202,,NO,NO
信阳农林学院,201,专业组201,,NO,NO
安阳工学院,201,专业组201,,NO,NO
荆楚理工学院,201,专业组201,,NO,NO
"广
湖南工程学院",201,专业组201,,NO,NO
梧州学院,201,专业组201,,NO,NO
攀枝花学院,201,专业组201,,NO,NO
玉溪师范学院,201,专业组201,,NO,NO
云南警官学院,201,专业组201,,NO,NO
昆明学院,201,专业组201,,NO,NO
昆明学院,202,专业组202,,NO,NO
商洛学院,"广
201","专业组广
201",,NO,NO
商洛学院,202,专业组202,,NO,NO
甘肃政法大学,201,专业组201,,NO,NO
甘肃政法大学,202,专业组202,,NO,NO
北方民族大学,201,专业组201,,NO,NO
中国石油大学(北京),201,专业组201,,NO,NO
中国地质大学(北京),201,专业组201,,NO,NO
中国地质大学(北京),202,专业组202,,NO,NO
北京联合大学,201,专业组201,,NO,NO
北京城市学院,"院
201","专业组院
201",,NO,NO
河北金融学院,201,专业组201,,NO,NO
河北金融学院(中外合作办学),202,专业组202,,NO,NO
吉林农业科技学院,201,专业组201,,NO,NO
南京晓庄学院,201,专业组201,,NO,NO
"考
南京晓庄学院",202,专业组202,,NO,NO
江苏理工学院,201,专业组201,,NO,NO
浙江财经大学,201,专业组201,,NO,NO
"育
浙江财经大学(中外合作办学)",202,专业组202,,NO,NO
浙江财经大学(中外合作办学),206,专业组206,,NO,NO
浙江财经大学(中外合作办学),207,专业组207,,NO,NO
"教
江西警察学院",201,专业组201,,NO,NO
新余学院,201,专业组201,,NO,NO
新余学院,202,专业组202,,NO,NO
"省
河南工程学院",201,专业组201,,NO,NO
湖南城市学院,201,专业组201,,NO,NO
湖南城市学院,202,专业组202,,NO,NO
湖南城市学院,203,专业组203,,NO,NO
湖南财政经济学院,201,专业组201,,NO,NO
湖南警察学院,"育
201","专业组育
201",,NO,NO
湖南警察学院,202,专业组202,,NO,NO
湖南工业大学,201,专业组201,,NO,NO
湖南女子学院,"教
201","专业组教
201",,NO,NO
"省
广东金融学院",213,专业组213,,NO,NO
广东金融学院(地方专项),230,专业组230,,NO,NO
"广
广西科技师范学院",201,专业组201,,NO,NO
广西财经学院,201,专业组201,,NO,NO
南宁学院,201,专业组201,,NO,NO
重庆科技大学,201,专业组201,,NO,NO
西安财经大学,201,专业组201,,NO,NO
西安财经大学,202,专业组202,,NO,NO
湖北经济学院,201,专业组201,,NO,NO
湖北经济学院,202,专业组202,,NO,NO
北部湾大学,201,专业组201,,NO,NO
北部湾大学,202,专业组202,,NO,NO
北部湾大学,203,专业组203,,NO,NO
北部湾大学,"广
204","专业组广
204",,NO,NO
北华航天工业学院,201,专业组201,,NO,NO
江苏海洋大学,201,专业组201,,NO,NO
宁波大学,201,专业组201,,NO,NO
宁波大学,202,专业组202,,NO,NO
浙江传媒学院,201,专业组201,,NO,NO
浙江传媒学院,202,专业组202,,NO,NO
浙江传媒学院(中外合作办学),203,专业组203,,NO,NO
河南财政金融学院,201,专业组201,,NO,NO
河南财政金融学院,202,专业组202,,NO,NO
南阳理工学院,201,专业组201,,NO,NO
南阳理工学院,202,专业组202,,NO,NO
南阳理工学院,"院
203","专业组院
203",,NO,NO
南阳理工学院,204,专业组204,,NO,NO
"考
广东石油化工学院",213,专业组213,,NO,NO
海南师范大学,201,专业组201,,NO,NO
海南师范大学(中外合作办学),202,专业组202,,NO,NO
"育
海南师范大学",203,专业组203,,NO,NO
海南师范大学,204,专业组204,,NO,NO
海南师范大学,205,专业组205,,NO,NO
"教
海南师范大学",206,专业组206,,NO,NO
海南师范大学,207,专业组207,,NO,NO
海南师范大学,222,专业组222,,NO,NO
"省
重庆理工大学",201,专业组201,,NO,NO
重庆理工大学,202,专业组202,,NO,NO
重庆理工大学,203,专业组203,,NO,NO
西安邮电大学,201,专业组201,,NO,NO
西安邮电大学,202,专业组202,,NO,NO
西安邮电大学(本科预科班),"育
207","专业组育
207",,NO,NO
山东工商学院,201,专业组201,,NO,NO
山东工商学院,202,专业组202,,NO,NO
山东工商学院,"教
203","专业组教
203",,NO,NO
长春大学,201,专业组201,,NO,NO
"省
长春大学",203,专业组203,,NO,NO
贵州商学院,201,专业组201,,NO,NO
河南城建学院,201,专业组201,,NO,NO
防灾科技学院,201,专业组201,,NO,NO
"广
防灾科技学院",202,专业组202,,NO,NO
防灾科技学院,203,专业组203,,NO,NO
武汉东湖学院,201,专业组201,,NO,NO
武汉东湖学院,202,专业组202,,NO,NO
重庆工商大学,201,专业组201,,NO,NO
重庆工商大学,202,专业组202,,NO,NO
重庆工商大学(联合培养),203,专业组203,,NO,NO
汉口学院,201,专业组201,,NO,NO
汉口学院,202,专业组202,,NO,NO
黑龙江工程学院,201,专业组201,,NO,NO
黑龙江工程学院,202,专业组202,,NO,NO
海南医科大学,"广
201","专业组广
201",,NO,NO
东莞理工学院(粤台联合培养),218,专业组218,,NO,NO
桂林航天工业学院,201,专业组201,,NO,NO
上海杉达学院,201,专业组201,,NO,NO
上海杉达学院(中外合作办学),202,专业组202,,NO,NO
黄河科技学院,201,专业组201,,NO,NO
上海政法学院,201,专业组201,,NO,NO
上海政法学院,202,专业组202,,NO,NO
上海政法学院,203,专业组203,,NO,NO
桂林旅游学院(中外合作办学),"院
203","专业组院
203",,NO,NO
桂林旅游学院,204,专业组204,,NO,NO
贺州学院,201,专业组201,,NO,NO
"考
广东工业大学",202,专业组202,,NO,NO
"育
广东工业大学",205,专业组205,,NO,NO
广东工业大学(学分互认),261,专业组261,,NO,NO
广东工业大学(学分互认),264,专业组264,,NO,NO
"教
广东工业大学(学分互认)",266,专业组266,,NO,NO
广东工业大学(学分互认),268,专业组268,,NO,NO
广东工业大学(地方专项),271,专业组271,,NO,NO
"省
广东外语外贸大学",201,专业组201,,NO,NO
广东外语外贸大学(合作办学),"育
206","专业组育
206",,NO,NO
广东外语外贸大学(地方专项),207,专业组207,,NO,NO
佛山大学(原佛山科学技术学院),219,专业组219,,NO,NO
佛山大学(原佛山科学技术学院),"教
220","专业组教
220",,NO,NO
佛山大学(原佛山科学技术学院),221,专业组221,,NO,NO
"省
佛山大学(原佛山科学技术学院)(联合培",养 223,专业组养 223,,NO,NO
佛山大学(原佛山科学技术学院)(地方专,项 226,专业组项 226,,NO,NO
大连民族大学,201,专业组201,,NO,NO
"广
上海第二工业大学",201,专业组201,,NO,NO
南京特殊教育师范学院,201,专业组201,,NO,NO
南京特殊教育师范学院,202,专业组202,,NO,NO
南京特殊教育师范学院,203,专业组203,,NO,NO
上海商学院,201,专业组201,,NO,NO
南通理工学院,201,专业组201,,NO,NO
广东培正学院(学分互认),205,专业组205,,NO,NO
贵州警察学院,201,专业组201,,NO,NO
南方医科大学(地方专项),212,专业组212,,NO,NO
湖南医药学院,"广
201","专业组广
201",,NO,NO
安徽新华学院,201,专业组201,,NO,NO
湖南涉外经济学院,201,专业组201,,NO,NO
海口经济学院,201,专业组201,,NO,NO
海口经济学院,202,专业组202,,NO,NO
武昌首义学院,201,专业组201,,NO,NO
武昌理工学院,201,专业组201,,NO,NO
烟台南山学院,201,专业组201,,NO,NO
武汉生物工程学院,201,专业组201,,NO,NO
中国劳动关系学院,201,专业组201,,NO,NO
宁夏理工学院,201,专业组201,,NO,NO
宁夏理工学院,202,专业组202,,NO,NO
云南经济管理学院,201,专业组201,,NO,NO
广东东软学院,"院
219","专业组院
219",,NO,NO
广东东软学院,224,专业组224,,NO,NO
"考
上海立达学院",201,专业组201,,NO,NO
重庆工程学院,201,专业组201,,NO,NO
"育
广州软件学院",210,专业组210,,NO,NO
广州软件学院(国际班),212,专业组212,,NO,NO
"教
广州南方学院",201,专业组201,,NO,NO
广州南方学院(联合培养),203,专业组203,,NO,NO
"省
广东外语外贸大学南国商学院",211,专业组211,,NO,NO
广东外语外贸大学南国商学院(联合培养,"育
) 231","专业组育
) 231",,NO,NO
广州华商学院,"教
203","专业组教
203",,NO,NO
广州华商学院(学分互认),204,专业组204,,NO,NO
"省
湛江科技学院",204,专业组204,,NO,NO
"广
成都东软学院",201,专业组201,,NO,NO
湖南科技大学潇湘学院,201,专业组201,,NO,NO
南华大学船山学院,201,专业组201,,NO,NO
湘潭理工学院,201,专业组201,,NO,NO
湖南农业大学东方科技学院,201,专业组201,,NO,NO
中南林业科技大学涉外学院,201,专业组201,,NO,NO
湖南文理学院芙蓉学院,201,专业组201,,NO,NO
湖南文理学院芙蓉学院,202,专业组202,,NO,NO
湖南理工学院南湖学院,201,专业组201,,NO,NO
衡阳师范学院南岳学院,201,专业组201,,NO,NO
湖南中医药大学湘杏学院,201,专业组201,,NO,NO
张家界学院,"广
201","专业组广
201",,NO,NO
东南大学成贤学院,201,专业组201,,NO,NO
厦门华厦学院,201,专业组201,,NO,NO
厦门华厦学院,202,专业组202,,NO,NO
闽南理工学院,201,专业组201,,NO,NO
西安欧亚学院,201,专业组201,,NO,NO
西安外事学院,201,专业组201,,NO,NO
西安外事学院,202,专业组202,,NO,NO
西安翻译学院,201,专业组201,,NO,NO
西京学院,201,专业组201,,NO,NO
西京学院,202,专业组202,,NO,NO
西京学院,203,专业组203,,NO,NO
郑州工业应用技术学院,"院
201","专业组院
201",,NO,NO
江西工程学院,201,专业组201,,NO,NO
山西应用科技学院,201,专业组201,,NO,NO
河北传媒学院,201,专业组201,,NO,NO
浙江越秀外国语学院,201,专业组201,,NO,NO
"考
浙江越秀外国语学院",202,专业组202,,NO,NO
南昌理工学院,201,专业组201,,NO,NO
南昌理工学院,202,专业组202,,NO,NO
"育
南昌理工学院",213,专业组213,,NO,NO
上海建桥学院,201,专业组201,,NO,NO
吉利学院,201,专业组201,,NO,NO
"教
上海中侨职业技术大学",201,专业组201,,NO,NO
泉州职业技术大学,201,专业组201,,NO,NO
江西应用科技学院,201,专业组201,,NO,NO
"省
闽南科技学院",201,专业组201,,NO,NO
闽南科技学院,202,专业组202,,NO,NO
宁波财经学院,201,专业组201,,NO,NO
浙大城市学院,201,专业组201,,NO,NO
浙大城市学院,202,专业组202,,NO,NO
浙大宁波理工学院(中外合作办学),"育
201","专业组育
201",,NO,NO
安徽外国语学院,201,专业组201,,NO,NO
厦门工学院,201,专业组201,,NO,NO
西安思源学院,"教
201","专业组教
201",,NO,NO
武汉晴川学院,201,专业组201,,NO,NO
"省
大连医科大学中山学院",201,专业组201,,NO,NO
辽宁师范大学海华学院,201,专业组201,,NO,NO
沈阳城市学院,201,专业组201,,NO,NO
湖北大学知行学院,201,专业组201,,NO,NO
"广
武汉城市学院",201,专业组201,,NO,NO
三峡大学科技学院,201,专业组201,,NO,NO
湖北工业大学工程技术学院,202,专业组202,,NO,NO
武汉工程大学邮电与信息工程学院,201,专业组201,,NO,NO
武汉纺织大学外经贸学院,201,专业组201,,NO,NO
武汉纺织大学外经贸学院,202,专业组202,,NO,NO
武昌工学院,201,专业组201,,NO,NO
武汉工商学院,201,专业组201,,NO,NO
武汉工商学院,202,专业组202,,NO,NO
长江大学文理学院,201,专业组201,,NO,NO
湖北商贸学院,"广
201","专业组广
201",,NO,NO
湖北恩施学院,201,专业组201,,NO,NO
湖北恩施学院,202,专业组202,,NO,NO
湖北经济学院法商学院,201,专业组201,,NO,NO
武汉体育学院体育科技学院,201,专业组201,,NO,NO
湖北师范大学文理学院,201,专业组201,,NO,NO
湖北师范大学文理学院,202,专业组202,,NO,NO
文华学院,201,专业组201,,NO,NO
文华学院,202,专业组202,,NO,NO
浙江工商大学杭州商学院,201,专业组201,,NO,NO
浙江工商大学杭州商学院,202,专业组202,,NO,NO
黑龙江工商学院,201,专业组201,,NO,NO
哈尔滨华德学院,"院
201","专业组院
201",,NO,NO
山东协和学院,201,专业组201,,NO,NO
山东协和学院,202,专业组202,,NO,NO
滇池学院,202,专业组202,,NO,NO
丽江文化旅游学院,201,专业组201,,NO,NO
"考
丽江文化旅游学院",202,专业组202,,NO,NO
丽江文化旅游学院,203,专业组203,,NO,NO
"育
昆明城市学院",201,专业组201,,NO,NO
昆明医科大学海源学院,201,专业组201,,NO,NO
昆明医科大学海源学院,202,专业组202,,NO,NO
"教
青岛城市学院",201,专业组201,,NO,NO
山东石油化工学院,201,专业组201,,NO,NO
河北外国语学院,201,专业组201,,NO,NO
"省
华北理工大学轻工学院",201,专业组201,,NO,NO
河北医科大学临床学院,201,专业组201,,NO,NO
江西服装学院,201,专业组201,,NO,NO
南昌职业大学,201,专业组201,,NO,NO
南昌工学院,201,专业组201,,NO,NO
南昌大学科学技术学院,"育
201","专业组育
201",,NO,NO
南昌交通学院,201,专业组201,,NO,NO
南昌交通学院,202,专业组202,,NO,NO
赣东学院,"教
201","专业组教
201",,NO,NO
赣东学院,202,专业组202,,NO,NO
"省
赣南科技学院",201,专业组201,,NO,NO
赣南科技学院,202,专业组202,,NO,NO
景德镇艺术职业大学,202,专业组202,,NO,NO
江西农业大学南昌商学院,201,专业组201,,NO,NO
"广
江西农业大学南昌商学院",202,专业组202,,NO,NO
江西农业大学南昌商学院,203,专业组203,,NO,NO
南昌医学院,201,专业组201,,NO,NO
南昌医学院,202,专业组202,,NO,NO
江西师范大学科学技术学院,201,专业组201,,NO,NO
江西师范大学科学技术学院,202,专业组202,,NO,NO
赣南师范大学科技学院,201,专业组201,,NO,NO
赣南师范大学科技学院,202,专业组202,,NO,NO
南昌应用技术师范学院,201,专业组201,,NO,NO
南昌应用技术师范学院,202,专业组202,,NO,NO
江西财经大学现代经济管理学院,201,专业组201,,NO,NO
江西财经大学现代经济管理学院,"广
202","专业组广
202",,NO,NO
江西财经大学现代经济管理学院,203,专业组203,,NO,NO
阳光学院,201,专业组201,,NO,NO
厦门大学嘉庚学院,201,专业组201,,NO,NO
厦门大学嘉庚学院,202,专业组202,,NO,NO
福州大学至诚学院,201,专业组201,,NO,NO
福州大学至诚学院,202,专业组202,,NO,NO
集美大学诚毅学院,201,专业组201,,NO,NO
集美大学诚毅学院,202,专业组202,,NO,NO
福建师范大学协和学院,201,专业组201,,NO,NO
福建师范大学协和学院,202,专业组202,,NO,NO
郑州财经学院,201,专业组201,,NO,NO
信阳学院,201,专业组201,,NO,NO
兰州博文科技学院,"院
201","专业组院
201",,NO,NO
北海艺术设计学院,201,专业组201,,NO,NO
山西晋中理工学院,201,专业组201,,NO,NO
河北工程大学科信学院,201,专业组201,,NO,NO
中国矿业大学徐海学院,201,专业组201,,NO,NO
"考
中国矿业大学徐海学院",202,专业组202,,NO,NO
重庆外语外事学院,201,专业组201,,NO,NO
重庆外语外事学院,202,专业组202,,NO,NO
"育
重庆对外经贸学院",201,专业组201,,NO,NO
重庆财经学院,201,专业组201,,NO,NO
石家庄铁道大学四方学院,201,专业组201,,NO,NO
"教
河北地质大学华信学院",201,专业组201,,NO,NO
河北地质大学华信学院,202,专业组202,,NO,NO
山西科技学院,201,专业组201,,NO,NO
"省
长春电子科技学院",201,专业组201,,NO,NO
长春财经学院,201,专业组201,,NO,NO
蚌埠工商学院,201,专业组201,,NO,NO
马鞍山学院,201,专业组201,,NO,NO
合肥城市学院,201,专业组201,,NO,NO
吉林师范大学博达学院,"育
201","专业组育
201",,NO,NO
吉林师范大学博达学院,202,专业组202,,NO,NO
吉林师范大学博达学院,203,专业组203,,NO,NO
昆明文理学院,"教
201","专业组教
201",,NO,NO
昆明文理学院,202,专业组202,,NO,NO
"省
重庆移通学院",201,专业组201,,NO,NO
